3.5;Steve McQueen stuurt drie weduwen op het dievenpad en komt met een mooie buit thuis.;Widows
4.0;Glenn Close schittert in een ingetogen relatiedrama als de vrouw van een prestigieuze schrijver.;The Wife
4.0;Geslaagde tragikomedie over een eenzame man die in een Duitse groothandel gaat werken en verliefd wordt.;Liebe in den Gängen
3.0;Een interessante maar enigszins standaard biografische verfilming van het leven van de schrijfster van Frankenstein.;Mary Shelley
1.5;Mislukt experiment om zoektocht naar intimiteit tot kunst te verheffen leverde zowaar een Gouden Beer op.;Touch Me Not
4.0;De Coen Brothers weten de juiste snaren te raken in deze Netflix Original. Grappig, vlot en amusant.;The Ballad of Buster Scruggs
3.0;Plezierige terugkeer naar Rowlings toverwereld lijdt onder overdosis verhaallijnen en voelt te veel als opzet voor een vervolg.;Fantastic Beasts: The Crimes of Grindelwald
5.0;Haat hem of omarm hem. Meer smaken zijn er niet in deze bizarre, vervreemdende en onheilspellende horrorremake.;Suspiria
3.0;Intrigerende film bewijst zichzelf geen dienst door enigszins te ontsporen.;The Kindergarten Teacher
3.0;Veel grote veldslagen, maar verder een opvallend onopvallende film.;Outlaw King
4.0;Robert Redford zwaait af als acteur met deze gemoedelijke misdaadfilm.;The Old Man and the Gun
4.5;Een modern sprookje met een rafelrandje van de schrijver van Let the Right One In. Wonderbaarlijk en gruwelijk tegelijk.;Gräns
2.0;Waarom zou een home invasion-film eigenlijk in je eigen huis moeten plaatsvinden?;Welcome Home
3.0;Och, die nazi's en hun bovennatuurlijke experimenten altijd...;Overlord
4.0;Een subtiel, stil drama met mooie beelden van de maker van Winter's Bone.;Leave No Trace
4.0;Muzikale roadtrip in de voetsporen van Elvis Presley en een creatieve ontmanteling van de Amerikaanse samenleving.;The King
3.0;Disney probeert het hart van de filmkijker te ontdooien met een mierzoet prinsessensprookje en een bijpassend warme familieboodschap.;The Nutcracker and the Four Realms
5.0;Weergaloze biopic over Freddie Mercury en Queen. Van de moeizame totstandkoming is niets te merken.;Bohemian Rhapsody
3.5;Veertig jaar na dato heeft Laurie Strode de slachtpartij nog steeds geen plekje gegeven. Geslaagd vervolg op de klassieker.;Halloween
4.0;Het lichaam is de grootste vijand in het verpletterende debuut van Belgisch regisseur Lukas Dhont.;Girl
3.5;Venijnige serenade aan Silvio Berlusconi.;Loro
2.5;Hoe zagen de laatste dagen van de legendarische jazzheld Chet Baker eruit? In deze trippy biopic komt een theorie voorbij.;My Foolish Heart
3.5;Vermakelijk potje zeeslag in Russisch water. Voor de verandering houdt Gerard Butler zijn gierende testosteron eens in bedwang.;Hunter Killer
3.0;Gebaseerd op het vierde boek uit de Millennium-reeks. Cyberpunker Lisbeth Salander schakelt over in James Bond-modus.;The Girl in the Spider's Web
3.5;De eerste Hollywoodfilm van de Franse regisseur Jacques Audiard is een western die de wetten van het genre tart.;The Sisters Brothers
4.0;Twee welgestelde dames moeten hun financiële crisis te boven zien te komen. Intens drama over verlangens en status.;Las Herederas
1.5;Een sterrenensemble in een slecht uitgewerkte soap van twee uur.;Life Itself
3.5;Een fascinerend en melancholisch inkijkje in de wereld van de polderjacht. Niet geschikt voor dierenliefhebbers.;Het Hut Syndicaat
3.5;Goedbedoelde documentaire geeft inzicht in de uitdagingen waar rechter Ruth Bader Ginburg voor staat in het Hooggerechtshof.;RBG
3.5;Damien Chazelle en Ryan Gosling werken opnieuw samen in deze biopic over Neil Armstrong. Visueel krachtig, het drama is vlak.;First Man
2.0;Veel geweervuur, explosies en achtervolgingen, maar nauwelijks karakterverdieping en spanning.;Mile 22
2.5;Afgemeten boksfilm die geen onverwachte stoot durft uit te delen.;Vechtmeisje
1.0;Een seriemoordenaar hakt jongeren in mootjes in een horrorpretpark. De spanning is ver te zoeken.;Hell Fest
3.5;Wervelende documentaire over de legendarische club vol beroemde bezoekers, hedonisme en discutabel toelatingsbeleid.;Studio 54
4.0;Debuterend regisseur Bradley Cooper weet met de derde remake van de klassieker uit 1937 toch te amuseren.;A Star is Born
2.5;Bij vlagen spannende, half-geslaagde overpeinzing van moraliteit in een vastgeroest misdaadgenre.;Bad Times at the El Royale
4.5;Een fenomenaal en poëtisch mysterie over eenzaamheid in het moderne Zuid-Korea.;Burning
2.0;Een dierenarts valt als een blok voor een stoere meubelmaker. Formulematige dertien-in-een-dozijn-polderromkom.;Zwaar Verliefd!
2.0;Niet het eerbetoon dat oorlogsheld Alexander Pechersky verdient, noch de emotionele mokerslag die een Holocaustfilm hoort te zijn.;Sobibor
1.0;Krokodillentranentrekkend melodrama over de liefde tussen een Nederlandse en een Tunesiër tijdens de Jasmijnrevolutie.;Rafaël
2.5;De staat van Nederland aan de hand van toespraken. Interessant, maar niet meer dan een aaneenschakeling van situaties.;Sprekend Nederland
2.5;Venom wandelt zo uit de stripboeken, in een matige superheldenfilm.;Venom
3.5;Farhadi op de Spaanse toer, maar met alle karakteristieke kenmerken van de Iraanse meester.;Todos lo Saben
2.0;Deze Die Hard-kloon heeft een prima uitgangspunt, maar is beroerd geschreven, gefilmd en gemonteerd.;Final Score
3.0;Documentairemaker Michael Moore schiet de Amerikaanse politiek wederom aan flarden. Zelfs de Democraten zijn niet veilig.;Fahrenheit 11/9
3.0;Deze fantasierijke boekverfilming van Eli Roth is visueel overdonderend.;The House With a Clock in Its Walls
1.5;Een chaotische en vermoeiende thriller. De komische noten zijn nog slechter uitgewerkt dan de vele ongeloofwaardige plottwists.;A Simple Favor
4.0;Een fascinerende kijk in het korte leven van modeontwerper Lee Alexander McQueen, aan de hand van zijn spraakmakende shows.;McQueen
3.0;Verfilming van een oorlogsroman uit 1944 gesitueerd in huidig Europa, trekt parallel tussen de vluchteling van toen en nu.;Transit
3.0;Russisch drama over een gezin dat wordt geconfronteerd met een ontvoeringszaak. Krachtige beeldtaal, maar wat aan de trage kant.;Tesnota
1.0;Het Spaanse feesteiland als decor voor een doorzichtig marketingoffensief voor de YouTube-generatie.;Elvy's Wereld: So Ibiza
2.0;Hoogste tijd dat de Britse stuntelspion gaat genieten van zijn pensioen.;Johnny English Strikes Again
3.0;Dit bij vlagen vermakelijke mengelmoesje van genres was misschien geschikter geweest voor Netflix.;Kin
3.5;Kinderrechter moet kiezen tussen werk en relatie, gevoel en recht. Degelijke boekverfilming met een fenomenale Emma Thompson.;The Children Act
2.0;Nuchtere kijk op liefde en klassenverschillen in India verdient een vlottere uitwerking.;Sir
4.0;Een advocaat is verslaafd aan medelijden. Een opmerkelijke en onconventionele Griekse tragedie over ellende als drug.;Pity
3.0;Een ietwat vlakke vertelling van hoe een meisje door haar ouders naar Pakistan wordt ontvoerd.;What Will People Say
4.0;Ultieme hommage aan de Nederlandse cinematograaf Robby Müller voor wie 'kijken' en 'filmen' een en dezelfde handeling was.;Living the Light - Robby Müller
4.5;De Italiaanse regisseur Panos Cosmatos levert een film af die aanvoelt alsof je LSD hebt geslikt tijdens een heavymetalconcert.;Mandy
2.5;Ondanks de geslaagde humor en het bloederige geweld gaat Shane Blacks film in de derde akte keihard onderuit.;The Predator
4.0;Schitterende, maar enigszins gehavende vlinder doet het onmogelijke.;Papillon
3.5;Diepgeworteld drama over de psychologische en sociale teloorgang van een profvoetballer.;Catacombe
1.5;Inspiratieloze, zielloze remake van de cultklassieker mist de gelaagdheid en de muziek van het origineel.;Superfly
3.5;Een drugsverslaafde moet in een Alpenklooster door middel van gebeden aan zichzelf werken en zien af te kicken.;La Prière
3.5;Debuterend regisseuse tovert iets te veel kunstjes uit de kast in dit artistieke, maatschappijkritische, ietwat saaie heksendrama.;I Am Not a Witch
2.0;Zelfs een schietgebedje kan deze middelmatige oorsprongsfilm vol geschreeuw en enge nonnen niet meer redden.;The Nun
3.5;Waar te beginnen met zoeken als je tienerdochter verdwijnt? Juist, haar laptop.;Searching
4.0;"Geeft nieuwe betekenis aan het gezegde ""Wie zich voor hond verhuurt, moet de botten kluiven.""";Dogman
3.5;Aangrijpend sportdrama waarin bokser hersenschade krijgt en zijn leven uiteen dreigt te vallen.;Journeyman
4.5;Een mooie, ontroerende documentaire over een verloederde flat en zijn inwoners.;Rabot
4.0;Black is beautiful. Hate is ugly.;BlacKkKlansman
3.0;Een jongen en een wolf proberen samen te overleven in deze kruisbestuiving tussen Lassie en The Revenant.;Alpha
3.5;Mooi gefilmde, impressionistische verbeelding van depressie in combinatie met wietgebruik.;Woodshock
3.0;Van je familie moet je het maar hebben...;A Casa Tutti Bene
4.0;Sfeervol, melancholisch en goed gespeeld portret van actrice Romy Schneider een jaar voor haar dood.;3 Days in Quiberon
2.0;Poeslieve robothond belandt pardoes in generieke tienerfilm.;A-X-L
4.0;In deze feministische en zeer stijlvolle wraakfantasie spat het bloed met liters tegelijk tegen de muren op!;Revenge
2.0;Deze middelmatige, maar redelijk vermakelijke horrorfilm slankt een populaire internet-meme flink af.;Slender Man
2.5;Sesamstraat voor volwassenen blijkt vooral een reeks puberale grappen.;The Happytime Murders
3.5;Intens Italiaans drama waarin een klein meisje twee zeer tegenovergestelde moeders blijkt te hebben.;Figlia mia
3.5;Melancholieke doch vreugdevolle documentaire over het levensverhaal van Isabel 'Chavela' Vargas Lizano.;Chavela
3.5;Aangrijpend Braziliaans familiedrama over een hectisch gezin, aanpassingsvermogen en moeilijke keuzes.;Benzinho
2.5;Een sterrencast krijgt rode oortjes bij het lezen van Fifty Shades of Grey. Aardig tussendoortje maar zeker geen First Wives Club.;The Book Club
1.0;De hond is de beste vriend van de mens. Een eerbetoon aan de trouwe viervoeter is Dog Days door de belabberde uitvoering echter niet.;Dog Days
2.5;Dit vervolg op de actiehit uit 2014, laat veel van dezelfde trucjes en ingrediënten zien, en het personage van Washington is een vreselijke moralist.;The Equalizer 2
2.0;Dit Franse liefdesdrama tussen twee totaal verschillende mannen voelt als een onnodig zware kluif.;Plaire, aimer et courir vite
3.5;Wat te doen als je relatie is stukgelopen omdat je man geobsedeerd is door een verdwenen muzikant? Gewoon een nieuwe relatie aangaan met die muzikant.;Juliet, Naked
3.0;De Aziatische Assepoester begeeft zich op glad ijs in haar steenrijke schoonfamilie.;Crazy Rich Asians
2.5;Regisseuse Olga Chajdas biedt innige romantiek met een tedere filmsfeer, maar haar vertelwijze mist tempo en variatie.;Nina
2.0;Jason Statham knokt met een gigantische haai, maar om de een of andere reden neemt Turteltaub dit heel serieus.;The Meg
3.0;Prima actie en onderbroekenlol, maar deze doorsnee spionnenromkom duurt iets te lang en is net niet grappig genoeg.;The Spy Who Dumped Me
3.0;Een rommelig portret van de extravagante Jamaicaans duizendpoot Grace Jones.;Grace Jones: Bloodlight and Bami
3.0;Zinderende en absurde arthousefilm van de maker van It Follows, die uiteindelijk iets te lang doorgaat en weinig te vertellen heeft.;Under the Silver Lake
4.0;Een zenuwslopende en psychologisch gelaagde thriller van beginnend filmmaker Gustav Möller, die met minimale middelen een zeldzaam sterk filmdebuut aflevert.;Den Skyldige
3.0;Honingzoete zomerfilm voor heel de familie heeft een ietwat nare bijsmaak.;Christopher Robin
4.5;Een nieuw hoogtepunt in de reeks.;Mission: Impossible - Fallout
4.0;"Nauwelijks verhaal en toch een indruk achterlaten; Hofmann serveert een fascinerende en naargeestige horrorvakantie.";Tiempo Compartido
4.5;Discussies tijdens een schrijfworkshop waren niet eerder zo enerverend.;L'atelier
2.5;Doorsnee young-adult-film met de standaardingrediënten. Een soort X-Men met vanillesmaak.;The Darkest Minds
3.5;Terry Gilliams passieproject is zijn persoonlijkste film tot nu toe, maar hij lijkt niet geïnteresseerd in het betoveren van een publiek.;The Man Who Killed Don Quixote
2.5;Dany Boon keert terug naar het Franse noorden, maar de liefde voor zijn thuisregio lijkt ietwat te zijn bekoeld.;La Ch'tite Famille
3.0;Allemaal aan boord voor de derde film met niet-enge filmmonsters en lekker ontspannen.;Hotel Transsylvanië 3
2.5;Daar gaan we weer. Mamma Mia 2 is meer van hetzelfde, maar dat zal de echte fans weinig deren.;Mamma Mia! Here We Go Again
4.0;Een fascinerende film over de laatste jaren van Oscar Wilde in ballingschap.;The Happy Prince
2.0;Een chaotische vertelling van de Rodney King-rellen in Los Angeles.;Kings
3.5;Niet te missen film in het Marvel-universum is groots door lekker klein te blijven, maar met zichtbare tekortkomingen.;Ant-Man and the Wasp
2.0;Slordig uitgevoerd jatwerk met een dikke laag CGI, onder het mom van een ode.;Skyscraper
4.0;Dit romantische drama bewijst maar weer eens hoe ver je kunt komen door twee actrices op de toppen van hun kunnen te laten acteren.;Disobedience
3.5;De aloude vraag waartoe een mens bereid is om zijn diepste wens te laten vervullen staat centraal in dit vlotte Italiaanse werkje.;The Place
3.0;Weinig gestroomlijnde Spaanse seriemoordenaarthriller.;Que Dios Nos Perdone
3.0;Uiteraard is een tweede Sicario minder goed dan de eerste. Niet gek zonder Denis Villeneuve, Roger Deakins en Emily Blunt.;Sicario: Day of the Soldado
3.0;Een overmoedige zeiler ziet zich door omstandigheden gedwongen een alternatieve koers te varen. Deed de film dat ook maar.;The Mercy
1.5;Het potentierijke uitgangspunt van de nacht waarop alle criminaliteit is toegestaan wordt maar weer eens verkwanseld.;The First Purge
3.5;Een grimmige rapsodie die verwart, ontzet en constant van gedaante verandert.;Tiere
1.5;Er is geen ontsnappen aan de elementen in dit waargebeurde drama op zee. Ook de kijker zit helaas gevangen.;Adrift
2.0;Een lijvige speelduur, imposante beelden en opzwepende muziek maken nog geen epos.;Redbad
3.0;"Drew Pearce combineert sciencefiction met karakterdrama en 'pulp'-actie; een vreemde mix die niet aan iedereen besteed is.";Hotel Artemis
3.5;Malicks pompeuze stijl werkt in deze filosofische bespiegeling over het wonder van het bestaan beter dan in zijn laatste films.;Voyage of Time: Life's Journey
3.0;Tikkertje voor volwassen: het kan. En zowaar nog best vermakelijk ook.;Tag
4.0;Een succesvol derde deel, waarin Coogan en Brydon Spanje onveilig maken met hun imitaties.;The Trip to Spain
2.5;De start van een huwelijksreis, een eerste ruzie en onderdrukte seksualiteit in een geforceerd bitterzoet drama.;On Chesil Beach
4.0;Een paranoïde Koerdische herder moet kiezen tussen zijn familie en zijn gezin. Mooie wereldcinema.;Zagros
4.0;Brad Bird en uitmuntende actiefilms gaan hand in hand, maar Incredibles 2 is niet zo feilloos als het origineel.;Incredibles 2
3.0;Danny Ocean heeft een al even criminele zus. Onderhoudende heistfilm waarbij het de sterrencast net iets te voorspoedig gaat.;Ocean's 8
4.0;Sterk en duister debuut van Michael Pearce laat je staren naar het gitzwarte hart van de mensheid op zoek naar een lichtpuntje.;Beast
3.0;In de zomer van 1969 veroorzaakte senator Ted Kennedy een dodelijk ongeval. De reconstructie is veilig en vlak.;The Last Son
3.0;Koreeda's misdaadthriller kent een mooie, gelaagde en ambigue climax, maar de weg ernaartoe is minder pakkend.;The Third Murder
3.0;Ontmoeting tussen Oost- en West-Europa is naturel van opzet, maar ook wat kabbelend.;Western
3.5;Eerherstel voor Betty Davis, de koningin van de funk.;Betty: They Say I'm Different
4.5;Aangrijpende, intense en technisch indrukwekkende vertelling van weerzinwekkende aanslag op Noors eiland.;Utøya 22. juli
5.0;Een welhaast perfecte combinatie van gedegen drama en psychologische horror. Toni Collette draagt haar rol met verve.;Hereditary
4.0;Grappig, ontroerend en inspirerend portret van de controversiële, aan een rolstoel gebonden cartoonist John Callahan.;Don't Worry He Won't Get Far on Foot
4.5;Een prachtige, realistische coming-outfilm met sympathieke personages. Ook een belangrijke film voor bepaalde kringen.;Love, Simon
3.0;Sterke cast houdt voorspelbaar rouwdrama overeind.;The Bachelors
3.5;Prachtige kunstdino's en overtuigende actie, maar de beste quotes en momenten zijn nog steeds geleend uit eerdere delen.;Jurassic World: Fallen Kingdom
3.5;Intens en energiek portret van een jonge vrouwelijke antiheld in Parijs vindt poëzie en zeggingskracht in haar tragische dilemma's.;Jeune Femme
2.0;Weinig spannende regie belet getalenteerde cast te schitteren in stoffige boekverfilming.;The Bookshop
4.0;Na afloop van de confronterende documentaire over straling bestaat de kans dat je je mobieltje nog een tijdje uit laat staan.;Ubiquity
3.5;Geen zin om twintig uur Narcos te bingewatchen? Dan is deze biopic over de Colombiaanse drugsbaron een prima alternatief.;Escobar
3.5;De regisseur van de Tropa de Elite-films maakt een fijne comeback met een gelaagde reconstructie van de Entebbe-gijzeling.;7 Days in Entebbe
2.5;Met name geschikt voor mensen die graag naar narigheid kijken. En naar zichzelf.;Dhogs
3.5;Prijswinnend acteur Charlie Plummer zoekt koortsig naar houvast in een melancholiek coming-of-agedrama over mens en dier.;Lean on Pete
2.5;Lichtelijk overbodige remake waarvan de tekortkomingen minder zouden opvallen als hij meer zijn eigen koers zou varen.;Overboard
3.0;Dolende Franse zestigers denken met weemoed terug aan de grandeur van weleer.;La Villa
3.0;Hoewel de ontstaansgeschiedenis van Han Solo enig nieuw terrein verkent, maken toch vooral de bekende gezichten indruk.;Solo: A Star Wars Story
3.0;Door de grootheidswaanzin niet zo perfect gebalanceerd zoals zou moeten zijn.;Deadpool 2
4.5;Een schokkend kijkje achter de schermen bij de 'schoonmakers' van het internet.;The Cleaners
3.5;Een groeiende haat, veroorzaakt door een boom, ricocheert over en weer in een ogenschijnlijk alledaagse burenruzie.;Under the Tree
2.5;Josie heeft gelukkig een redelijk excuus voor het volgen van de problematische 'male gaze'.;Josie
4.0;Aandoenlijke dramedy rondom een eenzame Japanse die naarstig zoekt naar openhartigheid.;Oh Lucy!
1.0;Het verhaal van Jeanne d'Arc als kind verbeeld in musicalvorm met metalmuziek en oubollige teksten. Je moet ervan houden.;Jeannette
5.0;De nieuwe Wes Anderson is een weergaloos maatschappijkritisch avontuur vol vaart, humor en ouderwetse charme.;Isle of Dogs
3.0;Charlize Theron is stukken beter dan het gezinsdrama waarin ze mag komen opdraven.;Tully
2.5;David Tennant is een overtuigende psychopaat in een verder doorsnee kat-en-muisspel.;Bad Samaritan
3.5;De komst van twee Holocaustoverlevers zorgt in een Hongaars dorpje voor een confrontatie met het collectieve schuldgevoel.;Homecoming (1945)
4.0;Kun je herinneringen levend houden met een hologram van je overleden geliefde? Prachtig geacteerde toneelbewerking.;Marjorie Prime
1.0;Al Pacino speelt een rechercheur die gestopt is, maar nog één keer achter een seriemoordenaar aan moet die van spelletjes houdt.;Hangman
4.0;Het gevecht van de gewone man tegen de corruptie is een meeslepend verhaal over onmacht en moraal.;A Man of Integrity
4.0;Hilarische en bij vlagen pijnlijke blik op de directe nasleep van de dood van Stalin.;The Death of Stalin
4.0;Spannende thriller in een psychiatrische instelling, stijlvol gefilmd met een iPhone.;Unsane
2.0;In I Feel Pretty schiet comédienne Amy Schumer met haar lichaam als humoristisch wapen volledig naast de roos.;I Feel Pretty
1.5;De waarheid: zielloze, armoedige horror. De uitdaging: dit zonder naar het scherm te gaan roepen doorstaan.;Truth or Dare
3.0;Indrukwekkende natuurdocumentaire van Disneynature. Een opdringerig bedacht verhaaltje blijft gelukkig achterwege.;Blue
4.0;Prachtige ontroerende roadmovie gefilmd in Chili. Rifka Lodeizen bewijst maar weer eens wat voor topactrice ze is.;La Holandesa
2.5;De zoveelste voorspelbare romantische komedie van eigen bodem.;De Matchmaker
2.5;Een leesclub op Guernsey komt in contact met een Londense schrijver. Tam naoorlogs drama van Mike Newell.;The Guernsey Literary Society
3.5;Humoristische misdaadanimatiefilm die sociale problematiek in China scherp blootlegt.;Have a Nice Day
2.5;Een reconstructie van een week in september 2008 waarin getracht werd de financiële crisis in ons land het hoofd te bieden;De Achtste Dag
3.5;Marvels superheldenextravaganza compenseert thematische armoede met een rijkdom aan personages.;Avengers: Infinity War
4.5;Regisseuse Chloé Zhao geeft een zwieperd aan het westerngenre met dit poëtische, maar uiterst realistische cowboydrama.;The Rider
2.0;Eastwood doet met zijn laffe film geen eer aan een fascinerende heldendaad.;The 15:17 to Paris
3.5;De grens tussen satire en serieus drama is vaag in deze Tweede Wereldoorlog-film.;Der Hauptmann
3.0;Tunesisch verkrachtingsdrama loopt over van onrecht, maar mist nuance.;Beauty and the Dogs
3.0;Tienersekskomedie draait net iets te veel om de ouders en te weinig om de tieners.;Blockers
1.5;Katie moet door een ernstige erfelijke aandoening zonlicht vermijden. Beetje lastig als de tiener verliefd wordt.;Midnight Sun
2.5;Opsmuk en ordeloosheid degraderen Christa Päffgen, alias Nico, te vaak tot figurant in haar eigen biografie.;Nico, 1988
3.5;Het horrordebuut van John Krasinski is voor Hollywoodbegrippen behoorlijk gewaagd.;A Quiet Place
2.5;Charmante doch tamme Britse romkom die enigszins gered wordt door zijn sterke cast.;Finding Your Feet
4.0;Sprookjesachtig Frans relaas over vriendschap na de Eerste Wereldoorlog en de zucht naar genoegdoening.;Au Revoir Là-Haut
4.0;Intens drama over ouders die het verlies van hun zoon verwerken en met een nieuwe werkelijkheid worden geconfronteerd.;Foxtrot
5.0;Saoirse Ronan en Laurie Metcalf zijn magistraal als kibbelende moeder en dochter in een mooi klein drama met een klein hartje.;Lady Bird
2.5;Pure pulp, maar met lage verwachtingen nog best te genieten.;The Hurricane Heist
4.0;De vluchtelingenproblematiek in Frankrijk krijgt een gezicht in dit sociaal-maatschappelijke drama.;Une Saison en France
3.0;Nanouk Leopolds nieuwste is losser en onrustiger dan ooit tevoren.;Cobain
4.0;Wade Watts zal geen filmicoon worden, maar als spectaculaire ode aan de film- en popcultuur is Ready Player One genieten geblazen.;Ready Player One
4.0;Verpletterend debuut over een ontroerende romance tussen twee jonge boeren in de afgelegen heuvels van Noord-Engeland.;God's Own Country
4.5;Wat doe je als alles wat je lief is je ontnomen is? Diane Kruger gaat in ieder geval niet snikkend in een hoekje zitten.;Aus dem Nichts
3.0;Ongemakkelijke balans tussen romantisering en nuancering van het westerngenre en bijbehorend tijdperk.;Hostiles
3.0;Vermakelijke tweestrijd, mits je de originele werken van Beatrix Potter los kunt laten.;Peter Rabbit
2.0;Zonder Del Toro aan het roer is deze franchise minder een liefdesbrief aan Kaiju-films en meer een neefje van Transformers.;Pacific Rim Uprising
3.5;De feministische boodschap van Garth Davis' Bijbelfilm vindt weerklank in de huidige tijd.;Mary Magdalene
1.5;Loze actieklucht loopt op vrijwel alle fronten totaal uit de maat.;The Gringo
3.5;Opgroeidrama van Vlaamse bodem over een puber die op de vlucht slaat met een meisje.;My First Highway
2.5;Lara Croft is terug! Maar zitten we daar op te wachten?;Tomb Raider
4.0;Australische western transformeert van een bedrieglijk eenvoudige achtervolgingsfilm in een rechtbankdrama.;Sweet Country
2.0;Lyndon Johnson was een veel fascinerender figuur dan deze korte, haastige biopic doet vermoeden.;LBJ
2.5;Droogkomische film over ziekte en verbondenheid neemt je niet altijd mee naar de gewenste emotionele bestemming.;Dorst
2.5;Een schrijfster probeert de blinden van beelden te voorzien. Mooie thematiek, maar vlak uitgewerkt.;Radiance
1.5;De opbouw en teloorgang van een relatie tussen twee academici. Dit kluchtige Italiaanse drama gaat voorbij aan elke boodschap.;Amori Fragili
4.0;Ambitieuze scifi-film weet te overtuigen, verbazen en shockeren.;Annihilation
1.5;Dodelijk saai.;Death Wish
2.0;Platvloerse grappen en gemakzuchtig schrijfwerk zetten de toon in deze Nederlandse komedie.;Mannen van Mars
3.5;Competente film over onbekende verzetsheld die eigenlijk een nóg betere film verdient.;Bankier van het Verzet
4.0;Katie is een zeventienjarige serveerster die haar lichaam verkoopt voor wat extra cash. Hoofdrolspeelster Olivia Cooke is betoverend.;Katie Says Goodbye
3.5;Een mooi, waardig laatste afscheid van Harry Dean Stanton, in zijn laatste hoofdrol.;Lucky
2.5;Tijdens de Eerste Wereldoorlog staan de vrouwen van een boerenfamilie in Frankrijk er alleen voor.;Les Gardiennes
3.0;Annette Bening als Gloria Grahame in haar laatste jaren.;Film Stars Don't Die in Liverpool
3.0;De nieuwe kleren van de keizer.;Phantom Thread
3.5;Spannende spionagethriller waarin Jennifer Lawrence de macht over haar lichaam terugwint.;Red Sparrow
4.0;Veelbelovend regisseur Xavier Legrand gooit hoge ogen met onthutsend familiedrama.;Jusqu'à la Garde
2.0;Voor het maken van een Heat heb je Michael Mann nodig. Geen tweederangs David Ayer.;Den of Thieves
3.0;Tumultueuze actiekomedie met satirisch randje, leuke rollen voor Rachel McAdams en Jesse Plemons, maar ook een gebrek aan focus.;Game Night
3.0;Poeslief paranormaal tienerdrama zet ondanks voor de hand liggende filmstijl toch aan tot een vluchtig moment van bezinning.;Every Day
4.5;Margot Robbie en Allison Janney stelen de show in deze biopic over Amerika's meest gehate én geliefde kunstschaatsster.;I, Tonya
4.0;Intiem drama met bijzonder sterk spel van Charlotte Rampling.;Hannah
5.0;Een meeslepend en ontroerend sprookje met vele lagen. De grote Oscarkanshebber maakt alle verwachtingen waar.;The Shape of Water
4.5;Deze Libanese Oscarkandidaat begint subtiel maar neemt immense proporties aan.;The Insult
2.0;Dit jaar geen WK voor de voetbalfans, maar of dit feelgooddrama dit nou echt verzacht valt te betwijfelen.;Gek van Oranje
2.5;Overgedramatiseerde roadmovie over oorlog en familie vernauwt de weg tot empathie.;Broeders
3.5;Nederlandse jeugdfilm profiteert van een fijne cast en mooie locaties.;De IJslandbende
3.5;Een unieke en prachtig vormgegeven microkosmos binnen het Marvel Cinematic Universum, maar niet zonder zwakheden.;Black Panther
4.0;Een briljante maatschappelijke spiegel zonder moralistisch vingertje.;The Florida Project
3.0;Romantisch drama wordt geplaagd door een pessimistische kijk op het huwelijk.;7 Giorni
2.0;Begrijpelijk dat Paramount de film gedumpt heeft.;The Cloverfield Paradox
